COURSE_CODE,COURSE_TITLE,MODULES_TITLE,MODULE_CODE,url video,Quiz_code,Code_Question ,Quiz,option 1,answer,option 2,answer,option 4,answer,option5,answer,option6,answer,option7,answer,option8,answer,,,,,,
FMPS_C006,الملصقات التربوية 2024 ,ملصق حالة الطقس,,,,FMPS_C006_QV07_Q_4,"أجب بصحيح او  خطأ على العبارة الموالية:في المرحلة الثالثة بالنسبة  لمستوى قسم الصغار، يقوم المربي  بمساعدة الاطفال على استخدام المعجم المناسب للتعبير عن حالة الطقس: الجو بارد، (il fait chaud)

", خطأ,false ,صحيح,true  ,,,,,,,,,,,,,,,,
FMPS_C006,الملصقات التربوية 2024 ,ملصق حالة الطقس,,,,FMPS_C006_QV07_Q_5,"أجب بصحيح او  خطأ على العبارة الموالية:في المستوى التمهيدي الأول في المرحلة الثالثة  الهدف المنتظر من الطفل هو  استعمال المفاهيم التي تعبر عن درجة الحرارة، والاعتماد على  الوصف باستخدام معجم مناسب.

",صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
FMPS_C006,الملصقات التربوية 2024 ,ملصق حالة الطقس,,,,FMPS_C006_QV07_Q_6,"من بين العبارات التالية، حدد تلك التي تبدو لك صحيحة  :

 في المرحلة الثالثة و في مستوى قسم الصغار، بنسبة للوسائل التي يتم الاعتماد عليها  في الأنشطة الاعتيادية  لتحديد الطقس نجد  :
", مجسم دمية (la mascotte de la classe),true  , ملصق الحضور ,false , بطاقات صور (شمس ),true  , بطاقات صور المطر و بطاقات المسؤوليات.,false ,,,,,,,,,,,,
FMPS_C006,الملصقات التربوية 2024 ,مبدأ التدرج الخاص بملصق حالة الطقس,FMPS_C006_V08,https://drive.google.com/file/d/1tm2QNO8bXvu1xbpPhCumcj76BMwH7DCP/view?usp=drive_link,FMPS_C006_QV08,FMPS_C006_QV08_Q_1,"أجب بصحيح او  خطأ على العبارة الموالية:
في مستوى  التمهيدي الثاني وفي الفترة الزمنية الثانية (أكتوبر، نونبر، دجنبر) الهدف المنتظر من الطفل هو  استخدام جمل مثل :
(هناك غيوم – هناك  شمس- عدد الغائبين هو 10).


", خطأ,false ,صحيح,true  ,,,,,,,,,,,,,,,,
FMPS_C006,الملصقات التربوية 2024 ,مبدأ التدرج الخاص بملصق حالة الطقس,,,,FMPS_C006_QV08_Q_2,"أجب بصحيح او  خطأ على العبارة الموالية: في مستوى  التمهيدي الثاني  وفي المرحلة الثالثة: الهدف المنتظر من الطفل هو  استعمال المفاهيم التي تعبر عن درجة الحرارة.

", خطأ,false ,صحيح,true  ,,,,,,,,,,,,,,,,
FMPS_C006,الملصقات التربوية 2024 ,مبدأ التدرج الخاص بملصق حالة الطقس,,,,FMPS_C006_QV08_Q_3,"من بين الأهداف التالية، حدد تلك التي تبدو لك صحيحة  :

في المرحلة الرابعة (أبريل، ماي، يونيو) من بين الأهداف المنتظرة من الطفل  هي الوصف باستعمال جمل تتضمن :
",الفعل,true  ,الفاعل,true  ,الحدث,false ,الصفة,true  ,الوقت,false ,,,,,,,,,,
FMPS_C006,الملصقات التربوية 2024 ,مبدأ التدرج الخاص بملصق حالة الطقس,,,,FMPS_C006_QV08_Q_4,"أجب بصحيح او  خطأ على العبارة الموالية:في الفترة الزمنية الرابعة : (أبريل، ماي، يونيو) للتحديد حالو الطقس  يتم الاعتماد على وسائل مثل  ملصق حالة الطقس، و بالنسبة للغة الفرنسية نجد  بطاقات جمل بالكتابة script بالإضافة على انه كل بطاقة  تحمل جمل مثل :
le temps est ensoleillé -
le temps est nuageux -


",صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
FMPS_C006,الملصقات التربوية 2024 ,مبدأ التدرج الخاص بملصق حالة الطقس,,,,FMPS_C006_QV08_Q_5,"أجب بصحيح او  خطأ على العبارة الموالية:
يمكن للمربي ان  يقوم بإشراك الأطفال الآخرين في التنشيط، وان يقوم  بالنقاش معهم  حول مفهوم درجة الحرارة وفقا للملابس التي يرتدونها 

",صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
FMPS_C006,الملصقات التربوية 2024 ,مبدأ التدرج الخاص بملصق حالة الطقس,,,,FMPS_C006_QV08_Q_6,"أجب بصحيح او  خطأ على العبارة الموالية:يمكن للمربي ان  يقوم بمساعدة الأطفال على وصف الطقس باستخدام جملة "" ، الطقس ممطر"" أي 
 le temps est pluvieux.

", خطأ,false ,صحيح,true  ,,,,,,,,,,,,,,,,
FMPS_C006,الملصقات التربوية 2024 ,ملصق فصول السنة+ملصق الاعداد+ملصق الحروف الهجائية,FMPS_C006_V09,https://drive.google.com/file/d/1UyIdPNBB0u5UWP2997mdCGZfhZFEZmYh/view?usp=drive_link,FMPS_C006_QV09,FMPS_C006_QV09_Q_1,"أجب بصحيح او  خطأ على العبارة الموالية:يمكن استثمار  ملصق فصول السنة   لتعريف الأطفال بالملابس المناسبة لكل فصل.
",صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
FMPS_C006,الملصقات التربوية 2024 ,ملصق فصول السنة+ملصق الاعداد+ملصق الحروف الهجائية,,,,FMPS_C006_QV09_Q_2,"أجب بصحيح او  خطأ على العبارة الموالية:يمكن استعمال نشيد فصول الأربعة ’دقي ياطبول‘ مع الأطفال للتعريف بفصول السنة.

",صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
FMPS_C006,الملصقات التربوية 2024 ,ملصق فصول السنة+ملصق الاعداد+ملصق الحروف الهجائية,,,,FMPS_C006_QV09_Q_3,"أجب بصحيح او  خطأ على العبارة الموالية:لإثارة انتباه الأطفال يمكن للمربي ان يستخدم دمية القسم المتحركة، لتحفيزهم  على التعرف على فصول السنة 
",صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
FMPS_C006,الملصقات التربوية 2024 ,ملصق فصول السنة+ملصق الاعداد+ملصق الحروف الهجائية,,,,FMPS_C006_QV09_Q_4,"أجب بصحيح او  خطأ على العبارة الموالية:بالنسبة للتنشيط المتعلق بملصق الاعداد يقوم المربي بتحفيز الأطفال  على ملاحظة الأشياء من حولهم  من أجل ربط الأعداد بالكمية و أيضا من اجل ربط الاعداد بمجوع الاطفال المسؤولين.

",صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
FMPS_C006,الملصقات التربوية 2024 ,ملصق فصول السنة+ملصق الاعداد+ملصق الحروف الهجائية,,,,FMPS_C006_QV09_Q_5,"أجب بصحيح او  خطأ على العبارة الموالية:بفضل ملصق الحروف الهجائية يتمكن الأطفال من التعرف على الحروف  و الاشكال خلال الأنشطة الاعتيادية..
", خطأ,false ,صحيح,true  ,,,,,,,,,,,,,,,,
FMPS_C006,الملصقات التربوية 2024 ,ملصق فصول السنة+ملصق الاعداد+ملصق الحروف الهجائية,,,,FMPS_C006_QV09_Q_6,"أجب بصحيح او  خطأ على العبارة الموالية:للتحفيز الأطفال على ترديد الحروف يمكن للمربي استعمال نشيد  تحفيزي مثل :انا القطار السريع

", خطأ,false ,صحيح,true  ,,,,,,,,,,,,,,,,
FMPS_C006,الملصقات التربوية 2024 ,ملصق الالوان,FMPS_C006_V10,https://drive.google.com/file/d/1gh2gm9ZyQ72yPmN517g9J7QX4_OKF8HG/view?usp=drive_link,FMPS_C006_QV10,FMPS_C006_QV10_Q_1,"أجب بصحيح او  خطأ على العبارة الموالية:يحتوي ملصق الألوان على مجموعة من الألوان على شكل رسومات .


",صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
FMPS_C006,الملصقات التربوية 2024 ,ملصق الالوان,,,,FMPS_C006_QV10_Q_2,"أجب بصحيح او  خطأ على العبارة الموالية:أثناء الأنشطة الاعتيادية  يتمكن الأطفال من خلال ملصق الألوان  من التعرف على شهور السنة و أسماء الألوان.


", خطأ,false ,صحيح,true  ,,,,,,,,,,,,,,,,
FMPS_C006,الملصقات التربوية 2024 ,ملصق الالوان,,,,FMPS_C006_QV10_Q_3,"أجب بصحيح او  خطأ على العبارة الموالية:في المستوى الأول يوضع ملصق الألوان في ركن التجمع مع بقية الملصقات على حسب التعلمات.


",صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
FMPS_C006,الملصقات التربوية 2024 ,ملصق الالوان,,,,FMPS_C006_QV10_Q_4,"أجب بصحيح او  خطأ على العبارة الموالية: في المستوى الأول يستطيع المربي وضع الألوان الأساسية بحكم أن الأطفال قد   تعرفوا على جل الالوان في مستوى القسم الصغير .


", خطأ,false ,صحيح,true  ,,,,,,,,,,,,,,,,
FMPS_C006,الملصقات التربوية 2024 ,ملصق الالوان,,,,FMPS_C006_QV10_Q_5,"أجب بصحيح او  خطأ على العبارة الموالية: ملصق الأشكال الهندسية  من الملصقات التربوية المؤقة و الغير الدائمة التي توضع  داخل ركن التجمع ويحتوي هذا الملصق على مجموعة من الاشكال الهندسية مرفقة بأسمائها.

", خطأ,false ,صحيح,true  ,,,,,,,,,,,,,,,,
FMPS_C006,الملصقات التربوية 2024 ,ملصق الالوان,,,,FMPS_C006_QV10_Q_6,"أجب بصحيح او  خطأ على العبارة الموالية:خلال فترة التنشيط المرتبطة بملصق الأشكال الهندسية    يستطيع المربي  تحفيزالاطفال  على ملاحظة الأشياء من حولهم وربطها بالأشكال لكي تمكنوا من ضبط و تحديد مختلفها.

",صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
FMPS_C006,الملصقات التربوية 2024 ,ملصق قواعد العيش,FMPS_C006_V11,https://drive.google.com/file/d/1ZuggU1s6FNT3dxko9OwQqzc9XsJp4mC0/view?usp=drive_link,FMPS_C006_QV11,FMPS_C006_QV11_Q_1,"أجب بصحيح او  خطأ على العبارة الموالية:عند حدوث سلوك غير مرغوب فيه من طرف الأطفال  يستطيع المربي الاستعانة بملصق قواعد العيش والعودة إليه طيلة اليوم.
",صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
FMPS_C006,الملصقات التربوية 2024 ,ملصق قواعد العيش,,,,FMPS_C006_QV11_Q_2,"أجب بصحيح او  خطأ على العبارة الموالية:يقوم المربي  من خلال ملصق قواعد العيش  بتحسيس الأطفال بقواعد العيش داخل القسم ، من أجل أن  يلتزموا بها داخل القسم وخارجه.
",صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
FMPS_C006,الملصقات التربوية 2024 ,ملصق قواعد العيش,,,,FMPS_C006_QV11_Q_3,"أجب بصحيح او  خطأ على العبارة الموالية:الأنشطة الاعتيادية  تعتبر بمثابة معلمة مرجعية  تساعد الطفل  على مواكبة التعلمات التي اكتسبها . 

",صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
FMPS_C006,الملصقات التربوية 2024 ,ملصق قواعد العيش,,,,FMPS_C006_QV11_Q_4,"من بين المعايير التالية إختر تلك التي تبدو لك صحيحة : وجب على المربي  احترام المعايير الخاصة بكل ملصق،  وتحضيره بشكل مناسب لتحقيق الأهداف المرجوة ،  مع الأخذ بعين الاعتبار  المستوى المستوى المستهدف"," طريقة تنظيمه 
 
",true  ,طريقة  تلصيقه,false ,طريقة  عرضه,true  ,طريقة استعماله من طرف الأطفال,true  ,طريقة  تقديمه,false ,طريقة  رسمه,false ,,,,,,,,
FMPS_C006,الملصقات التربوية 2024 ,ملصق قواعد العيش,,,,FMPS_C006_QV11_Q_5,"أجب بصحيح او  خطأ على العبارة الموالية:في المستوى الأول  في بداية السنة الدراسية يقوم المربي بالاعتماد في الملصقات على الكتابة   Capital ، ثم بالتدرج يضيف المربي الكتابة  en Cursive في نهاية السنة الدراسية.


",صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
FMPS_C006,الملصقات التربوية 2024 ,ملصق قواعد العيش,,,,FMPS_C006_QV11_Q_6,"أجب بصحيح او  خطأ على العبارة الموالية:في المستوى الثاني، من الضروري جعل أنواع الكتابة الثلاثة تظهر تدريجيا على الملصقات.

",صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
FMPS_C007,التخطيط التربوي,مفهوم التخطيط و أهدافه,FMPS_C007_V01,https://drive.google.com/file/d/12sBaXRS7FwymVSu6Hn5iP9gkM2gFXY5T/view?usp=drive_link,FMPS_C007_QV01,FMPS_C007_QV01_Q_1,من بين العبارات التالية إختر تلك التي تبدو لك صحيحة : دور التخطيط في مرحلة التعليم الأولي هو الإعداد للكتابة عن طريق تنمية المهارة .,اللغوية,true  ,الحركية,true  ,الإدراكية,true  ,,,,,,,,,,,,,,
FMPS_C007,التخطيط التربوي,مفهوم التخطيط و أهدافه,,,,FMPS_C007_QV01_Q_2,"أجب بصحيح او  خطأ على العبارة الموالية:من خلال التخطيط يستطيع الطفل التعبير عن أفكاره بشكل أفضل و أوضح



",صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
FMPS_C007,التخطيط التربوي,مفهوم التخطيط و أهدافه,,,,FMPS_C007_QV01_Q_3,"أجب بصحيح او  خطأ على العبارة الموالية:التخطيط الجيد يكسب الطفل الثقة في قدراته و مهاراته الذاتية.

",صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
FMPS_C007,التخطيط التربوي,مفهوم التخطيط و أهدافه,,,,FMPS_C007_QV01_Q_4,"أجب بصحيح او  خطأ على العبارة الموالية:التخطيط هو مجموعة من الأنشطة التي من خلالها يتم تطوير الحركية الدقيقة عند الطفل

",صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
FMPS_C007,التخطيط التربوي,مفهوم التخطيط و أهدافه,,,,FMPS_C007_QV01_Q_5,"من بين العبارات التالية إختر تلك التي تبدو لك صحيحة :من بين أهداف التخطيط في مرحلة التعليم الأولي نجد
",تنمية مرونة و قوة الأصابع,true  ,تطوير التناسق بين العين و الحركة,true  ,التدرب على استعمال أدوات الكتابة,true  ,,,,,,,,,,,,,,
FMPS_C007,التخطيط التربوي,مفهوم التخطيط و أهدافه,,,,FMPS_C007_QV01_Q_6,"أجب بصحيح او  خطأ على العبارة الموالية:
الرسم  هو تعبير إبداعي ذو غاية فنية قد يكون حر أو موجه من طرف شخص آخر , يهدف إلى التنسيق بين جمال الحركة و تناسق الألوان.

",صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
FMPS_C007,التخطيط التربوي,مفهوم التخطيط و أهدافه,,,,FMPS_C007_QV01_Q_7,"أجب بصحيح او  خطأ على العبارة الموالية:خلال نشاط الكتابة و بالإضافة إلى الوظيفة الإدراكية و الحركية تضاف الوظيفة الرمزية للحرف و الكلمة.

", خطأ,false ,صحيح,true  ,,,,,,,,,,,,,,,,
FMPS_C007,التخطيط التربوي,أنواع و أنشطة التخطيط,FMPS_C007_V02,https://drive.google.com/file/d/1CnWG54aAgBsnB8rw0u65qoE6uqtveJzf/view?usp=drive_link,FMPS_C007_QV02,FMPS_C007_QV02_Q_1,"أجب بصحيح او  خطأ على العبارة الموالية:التخطيط الجمالي من بين أنواع أنشطة التخطيط حيث يهدف إلى التحضير و الإعداد للكتابة و التدرب على رسم الخطوط

", خطأ,false ,صحيح,true  ,,,,,,,,,,,,,,,,
FMPS_C007,التخطيط التربوي,أنواع و أنشطة التخطيط,,,,FMPS_C007_QV02_Q_2,"أجب بصحيح او  خطأ على العبارة الموالية:حسب علماء النفس فإن مرحلة الخربشة مهمة للطفل فهي وسائل التعبير و التواصل لديه 

",صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
FMPS_C007,التخطيط التربوي,أنواع و أنشطة التخطيط,,,,FMPS_C007_QV02_Q_3,"أجب بصحيح او  خطأ على العبارة الموالية:حدد المرحلة حسب الوصف :
في مرحلة التحكم الحركي
تكون للطفل القدرة على انجاز منحنيات و تخطيطات  في مختلف الاتجاهات مع احترام التعليمة الموجهة له
.

",صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
FMPS_C007,التخطيط التربوي,أنواع و أنشطة التخطيط,,,,FMPS_C007_QV02_Q_4,"أجب بصحيح او  خطأ على العبارة الموالية:تعتمد الحركة التخطيطية بشكل رئيسي على مفهومي الحركية العامة و الحركية الدقيقة فقط 

",صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
FMPS_C007,التخطيط التربوي,أنواع و أنشطة التخطيط,,,,FMPS_C007_QV02_Q_5,"أجب بصحيح او  خطأ على العبارة الموالية:يجب عليك كمربي حث الطفل على الجلوس بمقعده و عدم الحركة طوال الحصة من اجل تحقيق الأهداف التعليمية.

", خطأ,false ,صحيح,true  ,,,,,,,,,,,,,,,,
FMPS_C007,التخطيط التربوي,أنواع و أنشطة التخطيط,,,,FMPS_C007_QV02_Q_6,"أجب بصحيح او  خطأ على العبارة الموالية:على المربي تدريب الطفل الأعسر بأن يستعمل يده اليمنى في الكتابة و التخطيط عوض يده اليسرى لكي يكون في أريحية تامة.

", خطأ,false ,صحيح,true  ,,,,,,,,,,,,,,,,
FMPS_C007,التخطيط التربوي,التحكم الحركي,FMPS_C007_V03,https://drive.google.com/file/d/1bRC3Vl8Z5g5efqEF9t06JK0PSq0G_Enb/view?usp=drive_link,FMPS_C007_QV03,FMPS_C007_QV03_Q_1,"أجب بصحيح او  خطأ على العبارة الموالية:التحكم الحركي هو قدرة الطفل في التحكم بعضلاته و بشدة القوة الناتجة منها أثناء تأدية المهارة الحركية .



",صحيح,true  ,صحيح,true  ,,,,,,,,,,,,,,,,
FMPS_C007,التخطيط التربوي,التحكم الحركي,,,,FMPS_C007_QV03_Q_2,"أجب بصحيح او  خطأ على العبارة الموالية:نهدف إلى اكتساب الطفل التحكم الحركي من اجل تطوير و إتقان مهارة التخطيط الحركي و الانتقال من التمثل الذهني للخط إلى رسمه على دعامة.

",صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
FMPS_C007,التخطيط التربوي,التحكم الحركي,,,,FMPS_C007_QV03_Q_3,"أجب بصحيح او  خطأ على العبارة الموالية:من اجل اكتساب التحكم الحركي يجب على المربي حث الطفل على إنتاج قوة كبيرة من اجل التحكم بالقلم.

", خطأ,false ,صحيح,true  ,,,,,,,,,,,,,,,,
FMPS_C007,التخطيط التربوي,التحكم الحركي,,,,FMPS_C007_QV03_Q_4,"من بين العبارات التالية إختر تلك التي تبدو لك صحيحة :حدد الوسائل المستعملة بنشاط التخطيط

",بطاقات التخطيط,true  ,ملصق الخطوط,true  ,إناء به ماء,false ,أقلام,true  ,,,,,,,,,,,,
FMPS_C007,التخطيط التربوي,التحكم الحركي,,,,FMPS_C007_QV03_Q_5,"أجب بصحيح او  خطأ على العبارة الموالية:على مربي مرافقة الطفل في اكتساب التحكم الحركي و ذلك بتصحيح وضعية جسمه و كيفية مسك القلم.

",صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
FMPS_C007,التخطيط التربوي,التحكم الحركي,,,,FMPS_C007_QV03_Q_6,"أجب بصحيح او  خطأ على العبارة الموالية:يجب على الطفل أثناء مرحلة التخطيط التركيز التام و عدم التكلم و التعبير عما ينجزه.

", خطأ,false ,صحيح,true  ,,,,,,,,,,,,,,,,
FMPS_C007,التخطيط التربوي,التحكم الحركي,,,,FMPS_C007_QV03_Q_7,"أجب بصحيح او  خطأ على العبارة الموالية:من خلال أنشطة التخطيط يمكن للمربي انس كتشف بعض صعوبات التعلم كعسر الكتابة لدى الأطفال.

",صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
FMPS_C007,التخطيط التربوي,مراحل اكتساب التحكم الحركي,FMPS_C007_V04,https://drive.google.com/file/d/1EJgc9AyZdHsgvAUJ6RMgGut2HrEyP8Mb/view?usp=drive_link,FMPS_C007_QV04,FMPS_C007_QV04_Q_1,"أجب بصحيح او  خطأ على العبارة الموالية:من بين المراحل الأساسية لاكتساب التحكم الحركي عند الطفل هي الجلسة السليمة .

",صحيح,true  ,صحيح,true  ,,,,,,,,,,,,,,,,
FMPS_C007,التخطيط التربوي,مراحل اكتساب التحكم الحركي,,,,FMPS_C007_QV04_Q_2,"من بين العبارات التالية إختر تلك التي تبدو لك صحيحة :من بين قواعد الجلسة السليمة للطفل عند نشاط التخطيط  نجد



",القدمين على الأرض,true  ,الركبتين أسفل الفخد,true  ,رفع الرأس إلى الأعلى,false ,,,,,,,,,,,,,,
FMPS_C007,التخطيط التربوي,مراحل اكتساب التحكم الحركي,,,,FMPS_C007_QV04_Q_3,"من بين العبارات التالية إختر تلك التي تبدو لك صحيحة :تتطور حركة الأصابع و ليونة المعصم ثم ثبات اليد إلى حدود
5 سنوات
6 سنوات
7 سنوات
8 سنوات





",5 سنوات,false ,6 سنوات,false ,7 سنوات,true  ,8 سنوات,false ,,,,,,,,,,,,
FMPS_C007,التخطيط التربوي,مراحل اكتساب التحكم الحركي,,,,FMPS_C007_QV04_Q_4,"أجب بصحيح او  خطأ على العبارة الموالية:يجب على المربي إعطاء أنشطة التخطيط التي تفوق قدرات الطفل الحركية قصد تدريبه و تمرينه من اجل التمكن من أداة التخطيط

", خطأ,false ,صحيح,true  ,,,,,,,,,,,,,,,,
FMPS_C007,التخطيط التربوي,مراحل اكتساب التحكم الحركي,,,,FMPS_C007_QV04_Q_5,"أجب بصحيح او  خطأ على العبارة الموالية:يجدر على أدوار المربي بنشاط التخطيط أن يركز و يلاحظ أي قصور أو  خطأ في طريقة التخطيط من تصحيحها و تقديم المساعدة



",صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
FMPS_C007,التخطيط التربوي,مراحل اكتساب التحكم الحركي,,,,FMPS_C007_QV04_Q_6,"من بين العبارات التالية إختر تلك التي تبدو لك صحيحة :من بين المراحل الخمس التي يمر منها الطفل من النشاط الحر الى النشاط الموجه هناك .



","الاكتشاف

",true  ,التمرن,true  ,التقوية,true  ,الجري,false ,التنظيم,true  ,,,,,,,,,,
FMPS_C007,التخطيط التربوي,مراحل اكتساب التحكم الحركي,,,,FMPS_C007_QV04_Q_7,"أجب بصحيح او  خطأ على العبارة الموالية:يقصد بالتنظيم : المرحلة التي يدمج الطفل الخطوط المدروسة و يعيد إنتاجها على مختلف الدعامات مع احترام القواعد المتبعة لرسم الخط.

",صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
FMPS_C007,التخطيط التربوي,محور التطبيقي للتخطيط,FMPS_C007_V05,https://drive.google.com/file/d/16oWDDSOb6cPi04NfiOVDHYuuD3s1rO_z/view?usp=drive_link,FMPS_C007_QV05,FMPS_C007_QV05_Q_1,"أجب بصحيح او  خطأ على العبارة الموالية:يقصد بالتنظيم :على المربي اعداد و توجيه الطفل لمنحى رسم الخطوط حسب اللغة المدرسة

",صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
FMPS_C007,التخطيط التربوي,محور التطبيقي للتخطيط,,,,FMPS_C007_QV05_Q_2,"أجب بصحيح او  خطأ على العبارة الموالية:يقصد بالتنظيم :عند نشاط الكتابة لا بأس في عدم اتقان الطفل الخطوط او احترام القواعد

", خطأ,false ,صحيح,true  ,,,,,,,,,,,,,,,,
FMPS_C007,التخطيط التربوي,محور التطبيقي للتخطيط,,,,FMPS_C007_QV05_Q_3,"من بين العبارات التالية إختر تلك التي تبدو لك صحيحة :للكتابة ثلاث أبعاد هي 
البعد الدلالي
البعد الحركي
البعد الرمزي
البعد الصوتي


 .



","البعد الدلالي

",true  ,البعد الحركي,true  ,البعد الرمزي,true  ,البعد الصوتي,false ,,,,,,,,,,,,
FMPS_C007,التخطيط التربوي,محور التطبيقي للتخطيط,,,,FMPS_C007_QV05_Q_4,"أجب بصحيح او  خطأ على العبارة الموالية:يقصد بالتنظيم : يساهم التخطيط الجمالي في إبراز الجانب الفني و الإبداعي للطفل.

",صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
FMPS_C007,التخطيط التربوي,محور التطبيقي للتخطيط,,,,FMPS_C007_QV05_Q_5,"أجب بصحيح او  خطأ على العبارة الموالية:يقصد بالتنظيم : التخطيط بمرحلة التعليم الأولي ثانوي لا يجب على المربي التركيز عليه بل توجيه مجهود الطفل إلى الأنشطة الحركية.

", خطأ,false ,صحيح,true  ,,,,,,,,,,,,,,,,
FMPS_C007,التخطيط التربوي,محور التطبيقي للتخطيط,,,,FMPS_C007_QV05_Q_6,"أجب بصحيح او  خطأ على العبارة الموالية:يقصد بالتنظيم : تساعد أنشطة التخطيط في تعديل و تصحيح بعض صعوبات التخطيط لدى الطفل و ذلك بتوجيهات المربي

",صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
FMPS_C007,التخطيط التربوي,محور التطبيقي للتخطيط,,,,FMPS_C007_QV05_Q_7,"أجب بصحيح او  خطأ على العبارة الموالية:يقصد بالتنظيم : لا يجب الاقتصار على التخطيط على الأوراق فقط بل توجيه الأطفال إلى التخطيط على أسطح و دعامات متنوعة.

",صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
FMPS_C008,اللعب في مرحلة التعليم الأولي 2024 , العلاقة بين اللعب و التعلمات ,FMPS_C008_V01,https://drive.google.com/file/d/1VExts4utzTrEC2oFteg3XrwZSzdM3J49/view?usp=drive_link,FMPS_C008_QV01,FMPS_C008_QV01_Q_1,"حدد العبارة المناسبة التي تبدو لك صحيحة   

 - يعتبر اللعب سيناريو بيداغوجي مبني على بحث و دراسة و تحليل.

-تقليص فترات اللعب و الألعاب التربوية  يساعد من تكثيف عملية التركيز و الجدية   لذى الطفل.
-يعدّ اللعب جزءًا مهمًا جدًا من تجربة التعلم في مرحلة التعليم الاولي.
-الألعاب الرياضية والحركية التي يقوم بها الطفل تمكنه من تطوير المهارات اللغوية لديه

- الألعاب الإبداعية مثل  صنع الأشكال تعزز المهارات الحركية الدقيقة لدى الطفل



",- يعتبر اللعب سيناريو بيداغوجي مبني على بحث و دراسة و تحليل.,true  ,-تقليص فترات اللعب و الألعاب التربوية  يساعد من تكثيف عملية التركيز و الجدية   لذى الطفل.,false ,-يعدّ اللعب جزءًا مهمًا جدًا من تجربة التعلم في مرحلة التعليم الاولي.,true  ,-الألعاب الرياضية والحركية التي يقوم بها الطفل تمكنه من تطوير المهارات اللغوية لديه,false ,- الألعاب الإبداعية مثل  صنع الأشكال تعزز المهارات الحركية الدقيقة لدى الطفل,true  ,,,,,,,,,,
FMPS_C008,اللعب في مرحلة التعليم الأولي 2024 ,,,,,FMPS_C008_QV01_Q_2,"أجب بصحيح او  خطأ على العبارة الموالية:يقصد بالتنظيم :يضفي تداخل التعلمات باللعب على التعلم تشويقا وحماس أكثر.

",صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
FMPS_C008,اللعب في مرحلة التعليم الأولي 2024 ,,,,,FMPS_C008_QV01_Q_3,"أجب بصحيح او  خطأ على العبارة الموالية:يقصد بالتنظيم :يمكن إستعمال اللعب لتدعيم  المهارات الاجتماعية والعاطفية والإبداعية لذى الاطفال.
.

",صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
FMPS_C008,اللعب في مرحلة التعليم الأولي 2024 ,,,,,FMPS_C008_QV01_Q_4,"أجب بصحيح او  خطأ على العبارة الموالية:يقصد بالتنظيم :اللعب يعد مبدأ لتنمية وظيفة الحسحركية،  و تنمية الحواس مثل حاسة الشم مثلا.

",صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
