course_code,video_name,video_code,framework_languages,content_url,doID
FMPS_C021,المعتقدات الخاطئة حول العنف التربوي,FMPS_C021_V04,"arabic;english,french",https://drive.google.com/file/d/1l2rIn43iFRXHIJA-B3PsYNQO_fa2yel_/view?usp=drive_link,do_2143197440368721921367
FMPS_C022,كيفية الحفاظ على الانضباط داخل قسم التعليم الأولي,FMPS_C022_V01,"arabic;english,french",https://drive.google.com/file/d/1QGsDExbC9RQCY6LxRX-myDJ2nvCTnQfu/view?usp=drive_link,do_2143197441581219841369
FMPS_C022,بعض الحلول المقترحة لضبط قسم التعليم الأولي,FMPS_C022_V02,"arabic;english,french",https://drive.google.com/file/d/1gdGWkajE4GFk_O0SQUom2yVAHiUOe6-1/view?usp=drive_link,do_2143197443007528961371
FMPS_C022,التعرف على الأسباب التي تؤثر على الانضباط داخل القسم,FMPS_C022_V03,"arabic;english,french",https://drive.google.com/file/d/1g0oxxJ9fVEfxRoFNhHPu5oCm9KqLj6X4/view?usp=drive_link,do_2143197444437442561373
FMPS_C022,أهداف ضبط قسم التعليم الأولي,FMPS_C022_V04,"arabic;english,french",https://drive.google.com/file/d/1Jvdr9gpTHzjnrQ9j3xQPbdIckalRogM4/view?usp=drive_link,do_2143197446074204161376
FMPS_C022,إدارة الانضباط داخل قسم التعليم الأول,FMPS_C022_V05,"arabic;english,french",https://drive.google.com/file/d/1Deei37x6qrsqOcC7aiMBLMR4nY_ysU7M/view?usp=drive_link,do_2143197447494533121378
FMPS_C023,المقدمة,FMPS_C023_V01,"arabic;english,french",https://drive.google.com/file/d/1VGN3BuOnzRZgRL23LJCKjypyptwT79af/view?usp=drive_link,do_2143197448843919361380
FMPS_C023,تعريف بيداغوجية المشروع و تحديد كيفية التعلم من خلالها,FMPS_C023_V02,"arabic;english,french",https://drive.google.com/file/d/1WQ_17ZYggr2BdC72Wy0nImRinqZKvD8N/view?usp=drive_link,do_2143197457824563201388
FMPS_C023,أهداف وغايات بيداغوجية المشروع,FMPS_C023_V03,"arabic;english,french",https://drive.google.com/file/d/1iOVRK5cP_mME8VfiXTgI-2kmKeE18hoq/view?usp=drive_link,do_2143197459441582081390
FMPS_C023,المجالات التعلمية,FMPS_C023_V04,"arabic;english,french",https://drive.google.com/file/d/1LCg_pZyNAxnvYq_mgFwJZlfE3biQ1FRm/view?usp=drive_link,do_2143197460702085121393
FMPS_C023,المشاريع التربوية ودواعي العمل بيها,FMPS_C023_V05,"arabic;english,french",https://drive.google.com/file/d/1NOI-ZKhNiayhFCEKlBTBdEfOqEAvfxX_/view?usp=drive_link,do_2143197462070476801395
FMPS_C023,مراحل تنفيذ الأنشطة البيداغوجية,FMPS_C023_V06,"arabic;english,french",https://drive.google.com/file/d/1j_iLNiqDVziLIFlEkTXUnAUyvZ22WxZL/view?usp=drive_link,do_2143197463282073601397
FMPS_C023,التعرف على على دور المربي في بيداغوجيا المشروع,FMPS_C023_V07,"arabic;english,french",https://drive.google.com/file/d/1tjRLGT2jjdbM0zDB17dcJEmtKc2mxl7c/view?usp=drive_link,do_2143197464546426881399
FMPS_C024,مفهوم الأنشطة الموازية و دورها في العملية التعليمية التعلمية,FMPS_C024_V01,"arabic;english,french",https://drive.google.com/file/d/1V-swwIkFoPReJufdRe_Xu_fLlR4-bOfH/view?usp=drive_link,do_2143197465823477761401
FMPS_C024,الأهداف الخاصة للأنشطة الموازية,FMPS_C024_V02,"arabic;english,french",https://drive.google.com/file/d/1Oj2eZkWkBGP6LXsoPpbV3Wyx5k3J2M6N/view?usp=drive_link,do_2143197467780464641404
FMPS_C024,الأنشطة الموازية التي يمكن استثمارها في العملية التعليمية التعلمية,FMPS_C024_V03,"arabic;english,french",https://drive.google.com/file/d/1wIwYvOCedJH3vrbzIi3WEEXQC90Eh-jq/view?usp=drive_link,do_2143197469452124161406
FMPS_C024,الورشات الي يمكن تنظيمها داخل العملية التعليمية التعلمية و كفاياتها,FMPS_C024_V04,"arabic;english,french",https://drive.google.com/file/d/1yM5ONKzpzagiBOl8Q11i4wthAg0-CZNt/view?usp=drive_link,do_2143197471274024961409
FMPS_C024,الأسس العامة لتنظيم الأنشطة الموازية,FMPS_C024_V05,"arabic;english,french",https://drive.google.com/file/d/11em99jjNvbzstSWYuNmSRB3mn7okdp_z/view?usp=drive_link,do_2143197472868106241411
FMPS_C024,نصائح عامة للمربين لتطوير مختلف قدرات الأطفال و مهارتهم,FMPS_C024_V06,"arabic;english,french",https://drive.google.com/file/d/1yxY4dskPujg1CXMm-lZGrHBlPesHq2HX/view?usp=drive_link,do_2143197474258944001413
FMPS_C025,مفهوم صحة و رفاه الطفل و أهم ركائزه,FMPS_C025_V01,"arabic;english,french",https://drive.google.com/file/d/1SSLys8SFnMSKoTVSFdWxR9G5-XEp4Ijy/view?usp=drive_link,do_2143197476047257601415
FMPS_C025,طب الاطفال,FMPS_C025_V02,"arabic;english,french",https://drive.google.com/file/d/1dRL7399Lz_8ovDOTH3_7IQEl4iFX5P6V/view?usp=drive_link,do_2143197477549670401418
FMPS_C025,طب الأذن و الأنف و الحنجرة,FMPS_C025_V03,"arabic;english,french",https://drive.google.com/file/d/1RKr4KHlQtcPXwSQvbkk1WDNnKmmh5rmo/view?usp=drive_link,do_2143197479139491841420
FMPS_C025,طب العيون,FMPS_C025_V04,"arabic;english,french",https://drive.google.com/file/d/1i95Zc_jIQ0K9nTKDK8Q8EtV0mkyVeYcj/view?usp=drive_link,do_2143197480819015681423
FMPS_C025,توجيهات و إرشادات خاصة بطب العيون,FMPS_C025_V05,"arabic;english,french",https://drive.google.com/file/d/1nL2HmaZfMm13B-CE7v76gc--P5LiR8Bw/view?usp=drive_link,do_2143197482612899841425
FMPS_C026,المهارات الحياتية و التواصل الفعال,FMPS_C026_V01,"arabic;english,french",https://drive.google.com/file/d/19OPscBeKTayLCHO3ZR3NQbHypku6Ymxm/view?usp=drive_link,do_2143197484435619841428
FMPS_C026,أهمية تنمية المهارات الحياتية لدى المربي والاهداف المحققة من خلالها,FMPS_C026_V02,"arabic;english,french",https://drive.google.com/file/d/1FwiZIuGJ-D70TNqdwGantwbhiy0WOKCo/view?usp=drive_link,do_2143197486291681281430
FMPS_C026,الأهداف العامة المحصلة لدى المربي من خلال تنميته لمهاراته الحياتية,FMPS_C026_V03,"arabic;english,french",https://drive.google.com/file/d/118wF8t-B_lJObUqKZVNAIFIfrFOYLJlB/view?usp=drive_link,do_2143197487523020801432
FMPS_C026,الاتصال الرقمي و أهميته في الممارسات الحياتية و المهنية للمربي,FMPS_C026_V04,"arabic;english,french",https://drive.google.com/file/d/11yb_Nzs9OWn2knH4HE8Coh-PBivaKjP3/view?usp=drive_link,do_2143197489054597121435
FMPS_C027,مفهوم تقدير الذات,FMPS_C027_V01,"arabic;english,french",https://drive.google.com/file/d/1WsMmdN-tObCYycvEmKMfd0SJFZ1roGbC/view?usp=drive_link,do_2143197490735185921437
FMPS_C027,بناء تقدير الذات لدى الطفل,FMPS_C027_V02,"arabic;english,french",https://drive.google.com/file/d/1xKq3C-B_j1tGTUPALwXfaZtagWlxnqYy/view?usp=drive_link,do_2143197495457382401443
FMPS_C027,أهمية بناء تقدير الذات لدى الطفل,FMPS_C027_V03,"arabic;english,french",https://drive.google.com/file/d/12NY8x3nhUUXxXmk1ONADft9m22Tx0GDt/view?usp=drive_link,do_2143197498862714881447
FMPS_C027,علاقة تقدير الذات بالتعلمات,FMPS_C027_V04,"arabic;english,french",https://drive.google.com/file/d/1YMn1pePzyo-rBxSQYif2AgPbBh5rj_3o/view?usp=drive_link,do_2143197504140820481452
FMPS_C027,تطوير الذات عند الأطفال,FMPS_C027_V05,"arabic;english,french",https://drive.google.com/file/d/11CoH6tmS5X425IpIk2PMPM8uxV7uhaoA/view?usp=drive_link,do_2143197512034304001460
FMPS_C027,احترام الذات لدى الأطفال الذين يعانون من صعوبات في التعلم,FMPS_C027_V06,"arabic;english,french",https://drive.google.com/file/d/10jdiSRIXNMH4feSfVkTcRHqCr5ISCs_d/view?usp=drive_link,do_2143197518078853121466
FMPS_C028,مصوغة اللعب في التعليم الاولي,FMPS_C028_V01,"arabic;english,french",https://drive.google.com/file/d/179dWWVazBPcnGvOKZcqnNjhOXaj46La1/view?usp=drive_link,do_2143197524095057921472
FMPS_C028,الألعاب التربوية,FMPS_C028_V02,"arabic;english,french",https://drive.google.com/file/d/1gVwNYscIk6MjEqUsRxpiry0Aw2cCQXJF/view?usp=drive_link,do_2143197525617459201475
FMPS_C028,الالعاب الحسية,FMPS_C028_V03,"arabic;english,french",https://drive.google.com/file/d/1yfGLca1AFQVfHY_aqErJ2NYPBEU-P-K1/view?usp=drive_link,do_2143197527472128001477
FMPS_C028,الالعاب الشعبية,FMPS_C028_V04,"arabic;english,french",https://drive.google.com/file/d/1GtpSNLnELeyGLjZbjQqkUnfiTX53vVGN/view?usp=drive_link,do_2143197529112821761480
FMPS_C028,الالعاب اللغوية,FMPS_C028_V05,"arabic;english,french",https://drive.google.com/file/d/1p53NQsWD5aZtFPH4n9qyqPYNDXl_kjET/view?usp=drive_link,do_2143197530494074881482
